,tr,Sentence,tr,index,tr_shift,prev_tr,story_section,n_tokens,lemma,pos,tag,dep_rel,dep_head
1690,1690,“Someone’s waiting for you at the bar.”,1690,C5.10,1.0,1689.0,C5,2225,"['""', 'someone', '’', 'wait', 'for', '-PRON-', 'at', 'the', 'bar', '.', '""']","['PUNCT', 'PRON', 'VERB', 'VERB', 'ADP', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","['``', 'NN', 'VBZ', 'VBG', 'IN', 'PRP', 'IN', 'DT', 'NN', '.', ""''""]","['punct', 'nsubj', 'aux', 'ROOT', 'prep', 'pobj', 'prep', 'det', 'pobj', 'punct', 'punct']","['waiting', 'waiting', 'waiting', 'waiting', 'waiting', 'for', 'waiting', 'bar', 'at', 'waiting', 'waiting']"
1691,1691,Gary’s father,1691,C5.11,1.0,1690.0,C5,2225,"['Gary', '’s', 'father']","['PROPN', 'PART', 'NOUN']","['NNP', 'POS', 'NN']","['poss', 'case', 'nsubj']","['father', 'Gary', 'stands']"
1692,1692,stands up.,1692,C5.11,1.0,1691.0,C5,2225,"['stand', 'up', '.']","['VERB', 'ADP', 'PUNCT']","['VBZ', 'RP', '.']","['ROOT', 'prt', 'punct']","['stands', 'stands', 'stands']"
1693,1693,"A business man, he",1693,C5.12,1.0,1692.0,C5,2225,"['a', 'business', 'man', ',', '-PRON-']","['DET', 'NOUN', 'NOUN', 'PUNCT', 'PRON']","['DT', 'NN', 'NN', ',', 'PRP']","['det', 'compound', 'dep', 'punct', 'nsubj']","['man', 'man', 'cuts', 'cuts', 'cuts']"
1694,1694,cuts to the chase.,1694,C5.12,1.0,1693.0,C5,2225,"['cut', 'to', 'the', 'chase', '.']","['VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['VBZ', 'IN', 'DT', 'NN', '.']","['ROOT', 'prep', 'det', 'pobj', 'punct']","['cuts', 'cuts', 'chase', 'to', 'cuts']"
1695,1695,“I had Gary’s correspondence,1695,C5.13,1.0,1694.0,C5,2225,"['""', '-PRON-', 'have', 'Gary', '’s', 'correspondence']","['PUNCT', 'PRON', 'AUX', 'PROPN', 'PART', 'NOUN']","['``', 'PRP', 'VBD', 'NNP', 'POS', 'NN']","['punct', 'nsubj', 'ROOT', 'poss', 'case', 'dobj']","['had', 'had', 'had', 'correspondence', 'Gary', 'had']"
1696,1696,forwarded to me.,1696,C5.13,1.0,1695.0,C5,2225,"['forward', 'to', '-PRON-', '.']","['VERB', 'ADP', 'PRON', 'PUNCT']","['VBN', 'IN', 'PRP', '.']","['acl', 'dative', 'pobj', 'punct']","['correspondence', 'forwarded', 'to', 'had']"
1697,1697,I found a letter from a lawyer you hired.,1697,C5.14,1.0,1696.0,C5,2225,"['-PRON-', 'find', 'a', 'letter', 'from', 'a', 'lawyer', '-PRON-', 'hire', '.']","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT']","['PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBD', '.']","['nsubj', 'ROOT', 'det', 'dobj', 'prep', 'det', 'pobj', 'nsubj', 'relcl', 'punct']","['found', 'found', 'letter', 'found', 'letter', 'lawyer', 'from', 'hired', 'lawyer', 'found']"
1698,1698,"Zimmler, is that right?”",1698,C5.15,1.0,1697.0,C5,2225,"['Zimmler', ',', 'be', 'that', 'right', '?', '""']","['PROPN', 'PUNCT', 'AUX', 'DET', 'ADJ', 'PUNCT', 'PUNCT']","['NNP', ',', 'VBZ', 'DT', 'JJ', '.', ""''""]","['npadvmod', 'punct', 'ROOT', 'nsubj', 'acomp', 'punct', 'punct']","['is', 'is', 'is', 'is', 'is', 'is', 'is']"
1699,1699,Gary’s father is shaking.,1699,C5.16,1.0,1698.0,C5,2225,"['Gary', '’s', 'father', 'be', 'shake', '.']","['PROPN', 'PART', 'NOUN', 'AUX', 'VERB', 'PUNCT']","['NNP', 'POS', 'NN', 'VBZ', 'VBG', '.']","['poss', 'case', 'nsubj', 'aux', 'ROOT', 'punct']","['father', 'Gary', 'shaking', 'shaking', 'shaking', 'shaking']"
1700,1700,,1700,,,,C5,2225,[],[],[],[],[]
1701,1701,She’s been dreading these words: “Fooling me,1701,C5.17,2.0,1699.0,C5,2225,"['-PRON-', '’', 'be', 'dread', 'these', 'word', ':', '""', 'fool', '-PRON-']","['PRON', 'VERB', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PRON']","['PRP', 'VBZ', 'VBN', 'VBG', 'DT', 'NNS', ':', '``', 'VBG', 'PRP']","['nsubj', 'aux', 'aux', 'ROOT', 'det', 'dobj', 'punct', 'punct', 'appos', 'dobj']","['dreading', 'dreading', 'dreading', 'dreading', 'words', 'dreading', 'words', 'words', 'words', 'Fooling']"
1702,1702,and my wife in our grief...”,1702,C5.17,1.0,1701.0,C5,2225,"['and', '-PRON-', 'wife', 'in', '-PRON-', 'grief', '...', '""']","['CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","['CC', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', ':', ""''""]","['cc', 'poss', 'conj', 'prep', 'poss', 'pobj', 'punct', 'punct']","['me', 'wife', 'me', 'wife', 'grief', 'in', 'dreading', 'dreading']"
1703,1703,"“I don't want to see you again, you",1703,C5.18,1.0,1702.0,C5,2225,"['""', '-PRON-', 'do', 'not', 'want', 'to', 'see', '-PRON-', 'again', ',', '-PRON-']","['PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'PUNCT', 'PRON']","['``', 'PRP', 'VBP', 'RB', 'VB', 'TO', 'VB', 'PRP', 'RB', ',', 'PRP']","['punct', 'nsubj', 'aux', 'neg', 'ccomp', 'aux', 'xcomp', 'dobj', 'advmod', 'punct', 'nsubj']","['go', 'want', 'want', 'want', 'go', 'see', 'want', 'see', 'see', 'go', 'go']"
1704,1704,"go back to LA, as you planned.",1704,C5.18,1.0,1703.0,C5,2225,"['go', 'back', 'to', 'LA', ',', 'as', '-PRON-', 'plan', '.']","['VERB', 'ADV', 'ADP', 'PROPN', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'PUNCT']","['VBP', 'RB', 'IN', 'NNP', ',', 'IN', 'PRP', 'VBD', '.']","['ROOT', 'advmod', 'prep', 'pobj', 'punct', 'mark', 'nsubj', 'advcl', 'punct']","['go', 'go', 'back', 'to', 'go', 'planned', 'planned', 'go', 'go']"
1705,1705,It all makes,1705,C5.19,1.0,1704.0,C5,2225,"['-PRON-', 'all', 'make']","['PRON', 'DET', 'VERB']","['PRP', 'DT', 'VBZ']","['nsubj', 'appos', 'ROOT']","['makes', 'It', 'makes']"
1706,1706,sense now.,1706,C5.19,1.0,1705.0,C5,2225,"['sense', 'now', '.']","['NOUN', 'ADV', 'PUNCT']","['NN', 'RB', '.']","['dobj', 'advmod', 'punct']","['makes', 'makes', 'makes']"
1707,1707,You don't give a damn.”,1707,C5.20,1.0,1706.0,C5,2225,"['-PRON-', 'do', 'not', 'give', 'a', 'damn', '.', '""']","['PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","['PRP', 'VBP', 'RB', 'VB', 'DT', 'NN', '.', ""''""]","['nsubj', 'aux', 'neg', 'ROOT', 'det', 'dobj', 'punct', 'punct']","['give', 'give', 'give', 'give', 'damn', 'give', 'give', 'give']"
1708,1708,Clara sits down. Too,1708,C5.21,1.0,1707.0,C5,2225,"['Clara', 'sit', 'down', '.', 'too']","['PROPN', 'VERB', 'ADV', 'PUNCT', 'ADV']","['NNP', 'VBZ', 'RB', '.', 'RB']","['nsubj', 'ROOT', 'prt', 'punct', 'advmod']","['sits', 'sits', 'sits', 'sits', 'exhausted']"
1709,1709,exhausted to cry.,1709,C5.21,1.0,1708.0,C5,2225,"['exhausted', 'to', 'cry', '.']","['ADJ', 'PART', 'VERB', 'PUNCT']","['JJ', 'TO', 'VB', '.']","['ROOT', 'aux', 'xcomp', 'punct']","['exhausted', 'cry', 'exhausted', 'exhausted']"
1710,1710,The hotel clerk brings her,1710,C5.22,1.0,1709.0,C5,2225,"['the', 'hotel', 'clerk', 'bring', '-PRON-']","['DET', 'NOUN', 'NOUN', 'VERB', 'PRON']","['DT', 'NN', 'NN', 'VBZ', 'PRP']","['det', 'compound', 'nsubj', 'ROOT', 'dative']","['clerk', 'clerk', 'brings', 'brings', 'brings']"
1711,1711,a glass of red wine.,1711,C5.22,1.0,1710.0,C5,2225,"['a', 'glass', 'of', 'red', 'wine', '.']","['DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['DT', 'NN', 'IN', 'JJ', 'NN', '.']","['det', 'dobj', 'prep', 'amod', 'pobj', 'punct']","['glass', 'brings', 'glass', 'wine', 'of', 'brings']"
1712,1712,"“On the house,” and she",1712,C5.23,1.0,1711.0,C5,2225,"['""', 'on', 'the', 'house', ',', '""', 'and', '-PRON-']","['PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'CCONJ', 'PRON']","['``', 'IN', 'DT', 'NN', ',', ""''"", 'CC', 'PRP']","['punct', 'prep', 'det', 'pobj', 'punct', 'punct', 'cc', 'nsubj']","['feel', 'feel', 'house', 'On', 'feel', 'feel', 'feel', 'feel']"
1713,1713,can feel his compassion.,1713,C5.23,1.0,1712.0,C5,2225,"['can', 'feel', '-PRON-', 'compassion', '.']","['VERB', 'VERB', 'DET', 'NOUN', 'PUNCT']","['MD', 'VB', 'PRP$', 'NN', '.']","['aux', 'ROOT', 'poss', 'dobj', 'punct']","['feel', 'feel', 'compassion', 'feel', 'feel']"
1714,1714,,1714,,,,C5,2225,[],[],[],[],[]
1715,1715,,1715,,2.0,1713.0,C5,2225,[],[],[],[],[]
1716,1716,,1716,,1.0,1715.0,C5,2225,[],[],[],[],[]
1717,1717,,1717,,,,C5,2225,[],[],[],[],[]
1718,1718,Steven opens the door of his,1718,C6.1,2.0,1716.0,C6,2225,"['Steven', 'open', 'the', 'door', 'of', '-PRON-']","['PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET']","['NNP', 'VBZ', 'DT', 'NN', 'IN', 'PRP$']","['nsubj', 'ROOT', 'det', 'dobj', 'prep', 'poss']","['opens', 'opens', 'door', 'opens', 'door', 'office']"
1719,1719,office to lead out a patient,1719,C6.1,1.0,1718.0,C6,2225,"['office', 'to', 'lead', 'out', 'a', 'patient']","['NOUN', 'PART', 'VERB', 'ADP', 'DET', 'NOUN']","['NN', 'TO', 'VB', 'RP', 'DT', 'NN']","['pobj', 'aux', 'advcl', 'prt', 'det', 'dobj']","['of', 'lead', 'opens', 'lead', 'patient', 'lead']"
1720,1720,"and Clara’s right there, waiting",1720,C6.1,1.0,1719.0,C6,2225,"['and', 'Clara', '’s', 'right', 'there', ',', 'wait']","['CCONJ', 'PROPN', 'PART', 'ADV', 'ADV', 'PUNCT', 'VERB']","['CC', 'NNP', 'POS', 'RB', 'RB', ',', 'VBG']","['cc', 'conj', 'punct', 'advmod', 'advmod', 'punct', 'advcl']","['patient', 'patient', 'opens', 'there', '’s', 'opens', 'opens']"
1721,1721,on the soft maroon couch.,1721,C6.1,1.0,1720.0,C6,2225,"['on', 'the', 'soft', 'maroon', 'couch', '.']","['ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['IN', 'DT', 'JJ', 'JJ', 'NN', '.']","['prep', 'det', 'amod', 'compound', 'pobj', 'punct']","['waiting', 'couch', 'couch', 'couch', 'on', 'opens']"
1722,1722,,1722,,,,C6,2225,[],[],[],[],[]
1723,1723,For one crazy double-take moment he,1723,C6.2,2.0,1721.0,C6,2225,"['for', 'one', 'crazy', 'double', '-', 'take', 'moment', '-PRON-']","['ADP', 'NUM', 'ADJ', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PRON']","['IN', 'CD', 'JJ', 'JJ', 'HYPH', 'NN', 'NN', 'PRP']","['prep', 'nummod', 'amod', 'amod', 'punct', 'compound', 'pobj', 'nsubj']","['thinks', 'moment', 'moment', 'take', 'take', 'moment', 'For', 'thinks']"
1724,1724,thinks: Is she here because,1724,C6.2,1.0,1723.0,C6,2225,"['think', ':', 'be', '-PRON-', 'here', 'because']","['VERB', 'PUNCT', 'AUX', 'PRON', 'ADV', 'SCONJ']","['VBZ', ':', 'VBZ', 'PRP', 'RB', 'IN']","['ROOT', 'punct', 'ccomp', 'nsubj', 'advmod', 'mark']","['thinks', 'thinks', 'thinks', 'Is', 'Is', 'answer']"
1725,1725,I never answer her letters?,1725,C6.2,1.0,1724.0,C6,2225,"['-PRON-', 'never', 'answer', '-PRON-', 'letter', '?']","['PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PRP', 'RB', 'VBP', 'PRP$', 'NNS', '.']","['nsubj', 'neg', 'advcl', 'poss', 'dobj', 'punct']","['answer', 'answer', 'Is', 'letters', 'answer', 'thinks']"
1726,1726,He waves her in – on a reflex.,1726,C6.3,1.0,1725.0,C6,2225,"['-PRON-', 'wave', '-PRON-', 'in', '–', 'on', 'a', 'reflex', '.']","['PRON', 'VERB', 'PRON', 'ADP', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'PRP', 'IN', ':', 'IN', 'DT', 'NN', '.']","['nsubj', 'ROOT', 'dobj', 'prep', 'punct', 'prep', 'det', 'pobj', 'punct']","['waves', 'waves', 'waves', 'waves', 'in', 'waves', 'reflex', 'on', 'waves']"
1727,1727,,1727,,,,C6,2225,[],[],[],[],[]
1728,1728,What Clara notices: his,1728,C6.4,2.0,1726.0,C6,2225,"['what', 'Clara', 'notice', ':', '-PRON-']","['PRON', 'PROPN', 'VERB', 'PUNCT', 'DET']","['WP', 'NNP', 'VBZ', ':', 'PRP$']","['dobj', 'nsubj', 'ROOT', 'punct', 'poss']","['notices', 'notices', 'notices', 'notices', 'weight']"
1729,1729,weight and sad eyes.,1729,C6.4,1.0,1728.0,C6,2225,"['weight', 'and', 'sad', 'eye', '.']","['NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","['NN', 'CC', 'JJ', 'NNS', '.']","['dobj', 'cc', 'amod', 'conj', 'punct']","['notices', 'weight', 'eyes', 'weight', 'notices']"
1730,1730,,1730,,,,C6,2225,[],[],[],[],[]
1731,1731,The room is padded with sound insulation.,1731,C6.5,2.0,1729.0,C6,2225,"['the', 'room', 'be', 'pad', 'with', 'sound', 'insulation', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['DT', 'NN', 'VBZ', 'VBN', 'IN', 'JJ', 'NN', '.']","['det', 'nsubjpass', 'auxpass', 'ROOT', 'prep', 'amod', 'pobj', 'punct']","['room', 'padded', 'padded', 'padded', 'padded', 'insulation', 'with', 'padded']"
1732,1732,,1732,,,,C6,2225,[],[],[],[],[]
1733,1733,"“I know about Margaret,”",1733,C6.6,2.0,1731.0,C6,2225,"['""', '-PRON-', 'know', 'about', 'Margaret', ',', '""']","['PUNCT', 'PRON', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'PUNCT']","['``', 'PRP', 'VBP', 'IN', 'NNP', ',', ""''""]","['punct', 'nsubj', 'ccomp', 'prep', 'pobj', 'punct', 'punct']","['whispers', 'know', 'whispers', 'know', 'about', 'whispers', 'whispers']"
1734,1734,she whispers. “She's missing.”,1734,C6.6,1.0,1733.0,C6,2225,"['-PRON-', 'whisper', '.', '""', '-PRON-', 'be', 'miss', '.', '""']","['PRON', 'VERB', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PUNCT', 'PUNCT']","['PRP', 'VBZ', '.', '``', 'PRP', 'VBZ', 'VBG', '.', ""''""]","['nsubj', 'ROOT', 'punct', 'punct', 'nsubj', 'ROOT', 'acomp', 'punct', 'punct']","['whispers', 'whispers', 'whispers', ""'s"", ""'s"", ""'s"", ""'s"", ""'s"", ""'s""]"
1735,1735,The chair is uncomfortable.,1735,C6.7,1.0,1734.0,C6,2225,"['the', 'chair', 'be', 'uncomfortable', '.']","['DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT']","['DT', 'NN', 'VBZ', 'JJ', '.']","['det', 'nsubj', 'ROOT', 'acomp', 'punct']","['chair', 'is', 'is', 'is', 'is']"
1736,1736,,1736,,,,C6,2225,[],[],[],[],[]
1737,1737,"“No,” he says, in the",1737,C6.8,2.0,1735.0,C6,2225,"['""', 'no', ',', '""', '-PRON-', 'say', ',', 'in', 'the']","['PUNCT', 'INTJ', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'PUNCT', 'ADP', 'DET']","['``', 'UH', ',', ""''"", 'PRP', 'VBZ', ',', 'IN', 'DT']","['punct', 'intj', 'punct', 'punct', 'nsubj', 'ROOT', 'punct', 'prep', 'det']","['says', 'says', 'says', 'says', 'says', 'says', 'says', 'says', 'voice']"
1738,1738,detached voice of a therapist.,1738,C6.8,1.0,1737.0,C6,2225,"['detached', 'voice', 'of', 'a', 'therapist', '.']","['ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['JJ', 'NN', 'IN', 'DT', 'NN', '.']","['amod', 'pobj', 'prep', 'det', 'pobj', 'punct']","['voice', 'in', 'voice', 'therapist', 'of', 'says']"
1739,1739,Margaret is not missing. Margaret is dead.”,1739,C6.9,1.0,1738.0,C6,2225,"['Margaret', 'be', 'not', 'miss', '.', 'Margaret', 'be', 'dead', '.', '""']","['PROPN', 'AUX', 'PART', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'ADJ', 'PUNCT', 'PUNCT']","['NNP', 'VBZ', 'RB', 'VBG', '.', 'NNP', 'VBZ', 'JJ', '.', ""''""]","['nsubj', 'aux', 'neg', 'ROOT', 'punct', 'nsubj', 'ROOT', 'acomp', 'punct', 'punct']","['missing', 'missing', 'missing', 'missing', 'missing', 'is', 'is', 'is', 'is', 'is']"
1740,1740,,1740,,,,C6,2225,[],[],[],[],[]
1741,1741,His hands flex an,1741,C6.10,2.0,1739.0,C6,2225,"['-PRON-', 'hand', 'flex', 'an']","['DET', 'NOUN', 'VERB', 'DET']","['PRP$', 'NNS', 'VBP', 'DT']","['poss', 'nsubj', 'ROOT', 'det']","['hands', 'flex', 'flex', 'tube']"
1742,1742,anger management foam tube.,1742,C6.10,1.0,1741.0,C6,2225,"['anger', 'management', 'foam', 'tube', '.']","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['NN', 'NN', 'NN', 'NN', '.']","['compound', 'compound', 'compound', 'dobj', 'punct']","['management', 'tube', 'tube', 'flex', 'flex']"
1743,1743,"When Clara starts crying, there’s",1743,C6.11,1.0,1742.0,C6,2225,"['when', 'Clara', 'start', 'cry', ',', 'there', '’']","['ADV', 'PROPN', 'VERB', 'VERB', 'PUNCT', 'PRON', 'VERB']","['WRB', 'NNP', 'VBZ', 'VBG', ',', 'EX', 'VBZ']","['advmod', 'nsubj', 'advcl', 'xcomp', 'punct', 'expl', 'ROOT']","['starts', 'starts', '’s', 'starts', '’s', '’s', '’s']"
1744,1744,no end to the tears.,1744,C6.11,1.0,1743.0,C6,2225,"['no', 'end', 'to', 'the', 'tear', '.']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['DT', 'NN', 'IN', 'DT', 'NNS', '.']","['det', 'attr', 'prep', 'det', 'pobj', 'punct']","['end', '’s', 'end', 'tears', 'to', '’s']"
1745,1745,He wants her to,1745,C6.12,1.0,1744.0,C6,2225,"['-PRON-', 'want', '-PRON-', 'to']","['PRON', 'VERB', 'PRON', 'PART']","['PRP', 'VBZ', 'PRP', 'TO']","['nsubj', 'ROOT', 'nsubj', 'aux']","['wants', 'wants', 'stay', 'stay']"
1746,1746,stay but she apologizes…,1746,C6.12,1.0,1745.0,C6,2225,"['stay', 'but', '-PRON-', 'apologize', '…']","['VERB', 'CCONJ', 'PRON', 'VERB', 'PUNCT']","['VB', 'CC', 'PRP', 'VBZ', 'NFP']","['ccomp', 'cc', 'nsubj', 'ROOT', 'punct']","['wants', 'apologizes', 'apologizes', 'apologizes', 'apologizes']"
1747,1747,“Later…” she says…,1747,C6.12,1.0,1746.0,C6,2225,"['""', 'later', '…', '""', '-PRON-', 'say', '…']","['PUNCT', 'ADV', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['``', 'RB', 'NFP', ""''"", 'PRP', 'VBZ', 'NFP']","['punct', 'advmod', 'punct', 'punct', 'nsubj', 'ROOT', 'punct']","['apologizes', 'apologizes', 'apologizes', 'apologizes', 'says', 'says', 'says']"
1748,1748,“I’m so sorry…Let me gather myself.”,1748,C6.13,1.0,1747.0,C6,2225,"['""', '-PRON-', 'be', 'so', 'sorry', '…', 'let', '-PRON-', 'gather', '-PRON-', '.', '""']","['PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PRON', 'PUNCT', 'PUNCT']","['``', 'PRP', 'VBP', 'RB', 'JJ', 'NFP', 'VB', 'PRP', 'VB', 'PRP', '.', ""''""]","['ROOT', 'nsubj', 'meta', 'advmod', 'acomp', 'punct', 'xcomp', 'nsubj', 'ccomp', 'dobj', 'punct', 'punct']","['“', '’m', '“', 'sorry', '’m', 'sorry', 'sorry', 'gather', 'Let', 'gather', '’m', '’m']"
1749,1749,,1749,,,,C6,2225,[],[],[],[],[]
1750,1750,Clara scrambles in her purse for,1750,C6.14,2.0,1748.0,C6,2225,"['Clara', 'scramble', 'in', '-PRON-', 'purse', 'for']","['PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP']","['NNP', 'VBZ', 'IN', 'PRP$', 'NN', 'IN']","['nsubj', 'ROOT', 'prep', 'poss', 'pobj', 'prep']","['scrambles', 'scrambles', 'scrambles', 'purse', 'in', 'scrambles']"
1751,1751,a blank piece of paper.,1751,C6.14,1.0,1750.0,C6,2225,"['a', 'blank', 'piece', 'of', 'paper', '.']","['DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['DT', 'JJ', 'NN', 'IN', 'NN', '.']","['det', 'amod', 'pobj', 'prep', 'pobj', 'punct']","['piece', 'piece', 'for', 'piece', 'of', 'scrambles']"
1752,1752,"“I remember your cell,” he says.",1752,C6.15,1.0,1751.0,C6,2225,"['""', '-PRON-', 'remember', '-PRON-', 'cell', ',', '""', '-PRON-', 'say', '.']","['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['``', 'PRP', 'VBP', 'PRP$', 'NN', ',', ""''"", 'PRP', 'VBZ', '.']","['punct', 'nsubj', 'ccomp', 'poss', 'dobj', 'punct', 'punct', 'nsubj', 'ROOT', 'punct']","['says', 'remember', 'says', 'cell', 'remember', 'says', 'says', 'says', 'says', 'says']"
1753,1753,,1753,,,,C6,2225,[],[],[],[],[]
1754,1754,The sound proof room,1754,C6.16,2.0,1752.0,C6,2225,"['the', 'sound', 'proof', 'room']","['DET', 'ADJ', 'NOUN', 'NOUN']","['DT', 'JJ', 'NN', 'NN']","['det', 'amod', 'compound', 'nsubj']","['room', 'room', 'room', 'is']"
1755,1755,is so incredibly quiet,1755,C6.16,1.0,1754.0,C6,2225,"['be', 'so', 'incredibly', 'quiet']","['AUX', 'ADV', 'ADV', 'ADJ']","['VBZ', 'RB', 'RB', 'JJ']","['ROOT', 'advmod', 'advmod', 'acomp']","['is', 'quiet', 'quiet', 'is']"
1756,1756,after Clara leaves.,1756,C6.16,1.0,1755.0,C6,2225,"['after', 'Clara', 'leave', '.']","['ADP', 'PROPN', 'VERB', 'PUNCT']","['IN', 'NNP', 'VBZ', '.']","['mark', 'nsubj', 'advcl', 'punct']","['leaves', 'leaves', 'is', 'is']"
1757,1757,Steven picks up the,1757,C6.17,1.0,1756.0,C6,2225,"['Steven', 'pick', 'up', 'the']","['PROPN', 'VERB', 'ADP', 'DET']","['NNP', 'VBZ', 'RP', 'DT']","['nsubj', 'ROOT', 'prt', 'det']","['picks', 'picks', 'picks', 'tubes']"
1758,1758,anger-management foam tubes.,1758,C6.17,1.0,1757.0,C6,2225,"['anger', '-', 'management', 'foam', 'tube', '.']","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['NN', 'HYPH', 'NN', 'NN', 'NNS', '.']","['compound', 'punct', 'compound', 'compound', 'dobj', 'punct']","['management', 'management', 'tubes', 'tubes', 'picks', 'picks']"
1759,1759,He’s about to put them,1759,C6.18,1.0,1758.0,C6,2225,"['-PRON-', '’', 'about', 'to', 'put', '-PRON-']","['PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'PRON']","['PRP', 'VBZ', 'JJ', 'TO', 'VB', 'PRP']","['nsubj', 'ROOT', 'acomp', 'aux', 'xcomp', 'dobj']","['’s', '’s', '’s', 'put', '’s', 'put']"
1760,1760,away when he smashes,1760,C6.18,1.0,1759.0,C6,2225,"['away', 'when', '-PRON-', 'smash']","['ADV', 'ADV', 'PRON', 'VERB']","['RB', 'WRB', 'PRP', 'VBZ']","['advmod', 'advmod', 'nsubj', 'advcl']","['put', 'smashes', 'smashes', 'put']"
1761,1761,them into his chair.,1761,C6.18,1.0,1760.0,C6,2225,"['-PRON-', 'into', '-PRON-', 'chair', '.']","['PRON', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP', 'IN', 'PRP$', 'NN', '.']","['dobj', 'prep', 'poss', 'pobj', 'punct']","['smashes', 'smashes', 'chair', 'into', '’s']"
1762,1762,,1762,,,,C6,2225,[],[],[],[],[]
1763,1763,,1763,,2.0,1761.0,C6,2225,[],[],[],[],[]
1764,1764,,1764,,1.0,1763.0,C6,2225,[],[],[],[],[]
1765,1765,,1765,,,,C6,2225,[],[],[],[],[]
1766,1766,The ceiling in Sasha’s room is finally fixed.,1766,C7.1,2.0,1764.0,C7,2225,"['the', 'ceiling', 'in', 'Sasha', '’s', 'room', 'be', 'finally', 'fix', '.']","['DET', 'NOUN', 'ADP', 'PROPN', 'PART', 'NOUN', 'AUX', 'ADV', 'VERB', 'PUNCT']","['DT', 'NN', 'IN', 'NNP', 'POS', 'NN', 'VBZ', 'RB', 'VBN', '.']","['det', 'nsubjpass', 'prep', 'poss', 'case', 'pobj', 'auxpass', 'advmod', 'ROOT', 'punct']","['ceiling', 'fixed', 'ceiling', 'room', 'Sasha', 'in', 'fixed', 'fixed', 'fixed', 'fixed']"
1767,1767,,1767,,,,C7,2225,[],[],[],[],[]
1768,1768,Steven sits in front of his Scotch.,1768,C7.2,2.0,1766.0,C7,2225,"['Steven', 'sit', 'in', 'front', 'of', '-PRON-', 'Scotch', '.']","['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['NNP', 'VBZ', 'IN', 'NN', 'IN', 'PRP$', 'NNP', '.']","['nsubj', 'ROOT', 'prep', 'pobj', 'prep', 'poss', 'pobj', 'punct']","['sits', 'sits', 'sits', 'in', 'front', 'Scotch', 'of', 'sits']"
1769,1769,On the TV,1769,C7.3,1.0,1768.0,C7,2225,"['on', 'the', 'tv']","['ADP', 'DET', 'NOUN']","['IN', 'DT', 'NN']","['prep', 'det', 'pobj']","['Crashes', 'TV', 'On']"
1770,1770,-- the Middle,1770,C7.3,1.0,1769.0,C7,2225,"['--', 'the', 'Middle']","['PUNCT', 'DET', 'PROPN']","[':', 'DT', 'NNP']","['punct', 'det', 'compound']","['Crashes', 'East', 'East']"
