,index,token,lemma,pos,tag,dep_rel,dep_head
4674,A10.16,'re,be,AUX,VBP,aux,making
4675,A10.16,not,not,PART,RB,neg,making
4676,A10.16,making,make,VERB,VBG,ROOT,making
4677,A10.16,any,any,DET,DT,det,money
4678,A10.16,money,money,NOUN,NN,dobj,making
4679,A10.16,"""","""",PUNCT,'',punct,making
4680,A10.17,"""","""",PUNCT,``,punct,pay
4681,A10.17,I,-PRON-,PRON,PRP,nsubj,pay
4682,A10.17,'ll,will,VERB,MD,aux,pay
4683,A10.17,pay,pay,VERB,VB,ROOT,pay
4684,A10.17,for,for,ADP,IN,prep,pay
4685,A10.17,it,-PRON-,PRON,PRP,pobj,for
4686,A10.17,.,.,PUNCT,.,punct,pay
4687,A10.18,Like,like,SCONJ,IN,mark,said
4688,A10.18,you,-PRON-,PRON,PRP,nsubj,said
4689,A10.18,said,say,VERB,VBD,advcl,ask
4690,A10.18,",",",",PUNCT,",",punct,ask
4691,A10.18,I,-PRON-,PRON,PRP,nsubj,ask
4692,A10.18,'ll,will,VERB,MD,aux,ask
4693,A10.18,ask,ask,VERB,VB,ROOT,ask
4694,A10.18,my,-PRON-,DET,PRP$,poss,parents
4695,A10.18,parents,parent,NOUN,NNS,dobj,ask
4696,A10.18,.,.,PUNCT,.,punct,ask
4697,A10.18,”,"""",PUNCT,'',punct,ask
4698,A10.19,“,"""",PUNCT,``,punct,made
4699,A10.19,What,what,PRON,WP,det,mess
4700,A10.19,a,a,DET,DT,det,mess
4701,A10.19,mess,mess,NOUN,NN,dobj,made
4702,A10.19,you,-PRON-,PRON,PRP,nsubj,made
4703,A10.19,’ve,have,VERB,VB,aux,made
4704,A10.19,made,make,VERB,VBN,ROOT,made
4705,A10.19,…,…,PUNCT,NFP,punct,made
4706,A10.19,”,"""",PUNCT,'',punct,made
4707,A10.20,“,"""",PUNCT,``,punct,Stop
4708,A10.20,Stop,stop,VERB,VB,ROOT,Stop
4709,A10.20,talking,talk,VERB,VBG,xcomp,Stop
4710,A10.20,.,.,PUNCT,.,punct,Stop
4711,A10.20,Just,just,ADV,RB,advmod,stop
4712,A10.20,stop,stop,VERB,VB,ROOT,stop
4713,A10.20,talking,talk,VERB,VBG,xcomp,stop
4714,A10.20,Clara,Clara,PROPN,NNP,dobj,talking
4715,A10.20,!,!,PUNCT,.,punct,stop
4716,A10.20,"""","""",PUNCT,'',punct,stop
4717,A10.21,She,-PRON-,PRON,PRP,nsubj,stares
4718,A10.21,stares,stare,VERB,VBZ,ROOT,stares
4719,A10.21,at,at,ADP,IN,prep,stares
4720,A10.21,the,the,DET,DT,det,number
4721,A10.21,number,number,NOUN,NN,pobj,at
4722,A10.21,.,.,PUNCT,.,punct,stares
4723,A10.22,"36,000","36,000",NUM,CD,nummod,dollars
4724,A10.22,dollars,dollar,NOUN,NNS,ROOT,dollars
4725,A10.22,in,in,ADP,IN,prep,dollars
4726,A10.22,the,the,DET,DT,det,months
4727,A10.22,last,last,ADJ,JJ,amod,months
4728,A10.22,two,two,NUM,CD,nummod,months
4729,A10.22,months,month,NOUN,NNS,pobj,in
4730,A10.22,.,.,PUNCT,.,punct,dollars
4731,A10.23,She,-PRON-,PRON,PRP,nsubj,feels
4732,A10.23,feels,feel,VERB,VBZ,ROOT,feels
4733,A10.23,she,-PRON-,PRON,PRP,nsubj,breathe
4734,A10.23,ca,can,VERB,MD,aux,breathe
4735,A10.23,n’t,not,PART,RB,neg,breathe
4736,A10.23,breathe,breathe,VERB,VB,ccomp,feels
4737,A10.23,.,.,PUNCT,.,punct,feels
4738,A10.24,This,this,DET,DT,nsubj,is
4739,A10.24,is,be,AUX,VBZ,ROOT,is
4740,A10.24,half,half,DET,PDT,nummod,salary
4741,A10.24,her,-PRON-,DET,PRP$,poss,salary
4742,A10.24,salary,salary,NOUN,NN,attr,is
4743,B10.1,Alexander,Alexander,PROPN,NNP,poss,martini
4744,B10.1,’s,’s,PART,POS,case,Alexander
4745,B10.1,third,third,ADJ,JJ,amod,martini
4746,B10.1,martini,martini,NOUN,NN,nsubj,arrives
4747,B10.1,arrives,arrive,VERB,VBZ,ROOT,arrives
4748,B10.1,with,with,ADP,IN,prep,arrives
4749,B10.1,dessert,dessert,NOUN,NN,pobj,with
4750,B10.1,.,.,PUNCT,.,punct,arrives
4751,B10.2,He,-PRON-,PRON,PRP,nsubj,hands
4752,B10.2,hands,hand,VERB,VBZ,ROOT,hands
4753,B10.2,Sasha,Sasha,PROPN,NNP,dobj,hands
4754,B10.2,the,the,DET,DT,det,olives
4755,B10.2,olives,olive,NOUN,NNS,appos,Sasha
4756,B10.2,.,.,PUNCT,.,punct,hands
4757,B10.3,She,-PRON-,PRON,PRP,nsubj,shakes
4758,B10.3,shakes,shake,VERB,VBZ,ROOT,shakes
4759,B10.3,her,-PRON-,DET,PRP$,poss,head
4760,B10.3,head,head,NOUN,NN,dobj,shakes
4761,B10.3,",",",",PUNCT,",",punct,shakes
4762,B10.3,no,no,INTJ,UH,intj,shakes
4763,B10.3,.,.,PUNCT,.,punct,shakes
4764,B10.4,He,-PRON-,PRON,PRP,nsubj,acts
4765,B10.4,acts,act,VERB,VBZ,ROOT,acts
4766,B10.4,disappointed,disappoint,VERB,VBN,advcl,acts
4767,B10.4,.,.,PUNCT,.,punct,acts
4768,B10.5,“,"""",PUNCT,``,punct,thought
4769,B10.5,I,-PRON-,PRON,PRP,nsubj,thought
4770,B10.5,thought,think,VERB,VBD,ROOT,thought
4771,B10.5,you,-PRON-,PRON,PRP,nsubj,like
4772,B10.5,like,like,SCONJ,IN,ccomp,thought
4773,B10.5,risks,risk,NOUN,NNS,dobj,like
4774,B10.5,...,...,PUNCT,:,punct,thought
4775,B10.5,”,"""",PUNCT,'',punct,thought
4776,B10.6,She,-PRON-,PRON,PRP,nsubj,likes
4777,B10.6,likes,like,VERB,VBZ,ROOT,likes
4778,B10.6,this,this,DET,DT,det,man
4779,B10.6,man,man,NOUN,NN,dobj,likes
4780,B10.6,.,.,PUNCT,.,punct,likes
4781,B10.6,He,-PRON-,PRON,PRP,nsubj,’s
4782,B10.6,’s,’,VERB,VBZ,ROOT,’s
4783,B10.6,fun,fun,ADJ,JJ,acomp,’s
4784,B10.6,.,.,PUNCT,.,punct,’s
4785,B10.7,“,"""",PUNCT,``,punct,start
4786,B10.7,So,so,ADV,RB,advmod,start
4787,B10.7,when,when,ADV,WRB,advmod,start
4788,B10.7,do,do,AUX,VBP,aux,start
4789,B10.7,I,-PRON-,PRON,PRP,nsubj,start
4790,B10.7,start,start,VERB,VB,ROOT,start
4791,B10.7,?,?,PUNCT,.,punct,start
4792,B10.7,”,"""",PUNCT,'',punct,start
4793,B10.8,“,"""",PUNCT,``,punct,says
4794,B10.8,It,-PRON-,PRON,PRP,nsubj,’s
4795,B10.8,’s,’,VERB,VBZ,ccomp,says
4796,B10.8,funny,funny,ADJ,JJ,acomp,’s
4797,B10.8,",",",",PUNCT,",",punct,’s
4798,B10.8,how,how,ADV,WRB,advmod,look
4799,B10.8,you,-PRON-,PRON,PRP,nsubj,look
4800,B10.8,look,look,VERB,VBP,ccomp,’s
4801,B10.8,just,just,ADV,RB,advmod,like
4802,B10.8,like,like,SCONJ,IN,prep,look
4803,B10.8,Margaret,Margaret,PROPN,NNP,pobj,like
4804,B10.8,",",",",PUNCT,",",punct,says
4805,B10.8,”,"""",PUNCT,'',punct,says
4806,B10.8,he,-PRON-,PRON,PRP,nsubj,says
4807,B10.8,suddenly,suddenly,ADV,RB,advmod,says
4808,B10.8,says,say,VERB,VBZ,ROOT,says
4809,B10.8,.,.,PUNCT,.,punct,says
4810,B10.9,Sasha,Sasha,PROPN,NNP,nsubj,licks
4811,B10.9,licks,lick,VERB,VBZ,ROOT,licks
4812,B10.9,the,the,DET,DT,det,chocolate
4813,B10.9,chocolate,chocolate,NOUN,NN,dobj,licks
4814,B10.9,off,off,ADP,IN,prep,licks
4815,B10.9,her,-PRON-,DET,PRP$,poss,spoon
4816,B10.9,spoon,spoon,NOUN,NN,pobj,off
4817,B10.9,.,.,PUNCT,.,punct,licks
4818,B10.10,“,"""",PUNCT,``,punct,look
4819,B10.10,We,-PRON-,PRON,PRP,nsubj,look
4820,B10.10,all,all,DET,DT,appos,We
4821,B10.10,look,look,VERB,VBP,ROOT,look
4822,B10.10,alike,alike,ADV,RB,advmod,look
4823,B10.10,:,:,PUNCT,:,punct,look
4824,B10.10,My,-PRON-,DET,PRP$,poss,mother
4825,B10.10,mother,mother,NOUN,NN,appos,We
4826,B10.10,",",",",PUNCT,",",punct,mother
4827,B10.10,me,-PRON-,PRON,PRP,appos,mother
4828,B10.10,",",",",PUNCT,",",punct,mother
4829,B10.10,Margaret,Margaret,PROPN,NNP,appos,mother
4830,B10.10,...,...,PUNCT,:,punct,mother
4831,B10.10,”,"""",PUNCT,'',punct,mother
4832,B10.11,Alexander,Alexander,PROPN,NNP,compound,waves
4833,B10.11,waves,wave,VERB,VBZ,ROOT,waves
4834,B10.11,for,for,ADP,IN,prep,waves
4835,B10.11,the,the,DET,DT,det,check
4836,B10.11,check,check,NOUN,NN,pobj,for
4837,B10.11,.,.,PUNCT,.,punct,waves
4838,B10.12,“,"""",PUNCT,``,ROOT,“
4839,B10.12,You,-PRON-,PRON,PRP,nsubj,look
4840,B10.12,look,look,VERB,VBP,meta,“
4841,B10.12,like,like,SCONJ,IN,prep,look
4842,B10.12,her,-PRON-,PRON,PRP,pobj,like
4843,B10.12,but,but,CCONJ,CC,cc,’re
4844,B10.12,you,-PRON-,PRON,PRP,nsubj,’re
4845,B10.12,’re,be,VERB,VBP,ROOT,’re
4846,B10.12,nothing,nothing,PRON,NN,attr,’re
4847,B10.12,like,like,SCONJ,IN,prep,nothing
4848,B10.12,her,-PRON-,PRON,PRP,pobj,like
4849,B10.12,.,.,PUNCT,.,punct,’re
4850,B10.13,You,-PRON-,PRON,PRP,nsubj,’re
4851,B10.13,’re,be,VERB,VBP,ROOT,’re
4852,B10.13,not,not,PART,RB,neg,’re
4853,B10.13,a,a,DET,DT,det,girl
4854,B10.13,girl,girl,NOUN,NN,attr,’re
4855,B10.13,who,who,PRON,WP,nsubj,likes
4856,B10.13,likes,like,VERB,VBZ,relcl,girl
4857,B10.13,playing,play,VERB,VBG,xcomp,likes
4858,B10.13,safe,safe,ADJ,JJ,acomp,playing
4859,B10.13,.,.,PUNCT,.,punct,’re
4860,B10.14,Of,of,ADV,RB,advmod,course
4861,B10.14,course,course,ADV,RB,advmod,get
4862,B10.14,that,that,DET,WDT,nsubj,get
4863,B10.14,can,can,VERB,MD,aux,get
4864,B10.14,get,get,AUX,VB,ROOT,get
4865,B10.14,you,-PRON-,PRON,PRP,dobj,get
4866,B10.14,in,in,ADP,IN,prep,get
4867,B10.14,trouble,trouble,NOUN,NN,pobj,in
4868,B10.14,…,…,PUNCT,NFP,punct,get
4869,B10.14,”,"""",PUNCT,'',punct,get
4870,B10.15,A,a,DET,DT,det,shadow
4871,B10.15,shadow,shadow,NOUN,NN,nsubj,crosses
4872,B10.15,crosses,cross,VERB,VBZ,ROOT,crosses
4873,B10.15,her,-PRON-,DET,PRP$,poss,eyes
4874,B10.15,eyes,eye,NOUN,NNS,dobj,crosses
4875,B10.15,.,.,PUNCT,.,punct,crosses
4876,B10.16,“,"""",PUNCT,``,punct,tell
4877,B10.16,Did,do,AUX,VBD,aux,tell
4878,B10.16,my,-PRON-,DET,PRP$,poss,dad
4879,B10.16,dad,dad,NOUN,NN,nsubj,tell
4880,B10.16,tell,tell,VERB,VB,ROOT,tell
4881,B10.16,you,-PRON-,PRON,PRP,dobj,tell
4882,B10.16,why,why,ADV,WRB,advmod,took
4883,B10.16,I,-PRON-,PRON,PRP,nsubj,took
4884,B10.16,took,take,VERB,VBD,ccomp,tell
4885,B10.16,a,a,DET,DT,det,year
4886,B10.16,year,year,NOUN,NN,npadvmod,off
4887,B10.16,off,off,ADP,RP,prt,took
4888,B10.16,?,?,PUNCT,.,punct,tell
4889,B10.17,I,-PRON-,PRON,PRP,nsubj,got
4890,B10.17,got,get,VERB,VBD,ROOT,got
4891,B10.17,addicted,addict,VERB,VBN,acomp,got
4892,B10.17,--,--,PUNCT,:,punct,addicted
4893,B10.17,to,to,ADP,IN,prep,addicted
4894,B10.17,prescription,prescription,NOUN,NN,compound,pills
4895,B10.17,pills,pill,NOUN,NNS,pobj,to
4896,B10.17,.,.,PUNCT,.,punct,got
4897,B10.17,”,"""",PUNCT,'',punct,got
4898,B10.18,She,-PRON-,PRON,PRP,nsubj,holds
4899,B10.18,holds,hold,VERB,VBZ,ROOT,holds
4900,B10.18,onto,onto,ADP,IN,prep,holds
4901,B10.18,the,the,DET,DT,det,candle
4902,B10.18,candle,candle,NOUN,NN,pobj,onto
4903,B10.18,between,between,ADP,IN,prep,holds
4904,B10.18,them,-PRON-,PRON,PRP,pobj,between
4905,B10.18,.,.,PUNCT,.,punct,holds
4906,B10.19,“,"""",PUNCT,``,punct,says
4907,B10.19,I,-PRON-,PRON,PRP,nsubj,’m
4908,B10.19,’m,be,VERB,VBP,ccomp,says
4909,B10.19,glad,glad,ADJ,JJ,acomp,’m
4910,B10.19,you,-PRON-,PRON,PRP,nsubj,told
4911,B10.19,told,tell,VERB,VBD,ccomp,glad
4912,B10.19,me,-PRON-,PRON,PRP,dobj,told
4913,B10.19,",",",",PUNCT,",",punct,says
4914,B10.19,”,"""",PUNCT,'',punct,says
4915,B10.19,says,say,VERB,VBZ,ROOT,says
4916,B10.19,Alexander,Alexander,PROPN,NNP,nsubj,says
4917,B10.19,.,.,PUNCT,.,punct,says
4918,B10.20,“,"""",PUNCT,``,punct,believe
4919,B10.20,I,-PRON-,PRON,PRP,nsubj,believe
4920,B10.20,do,do,AUX,VBP,aux,believe
4921,B10.20,n’t,not,PART,RB,neg,believe
4922,B10.20,believe,believe,VERB,VB,ROOT,believe
4923,B10.20,in,in,ADP,IN,prep,believe
4924,B10.20,lies,lie,NOUN,NNS,pobj,in
4925,B10.20,.,.,PUNCT,.,punct,believe
4926,B10.20,”,"""",PUNCT,'',punct,believe
4927,B10.21,“,"""",PUNCT,``,punct,tell
4928,B10.21,You,-PRON-,PRON,PRP,nsubj,tell
4929,B10.21,tell,tell,VERB,VBP,ROOT,tell
4930,B10.21,me,-PRON-,PRON,PRP,dative,tell
4931,B10.21,a,a,DET,DT,det,truth
4932,B10.21,truth,truth,NOUN,NN,dobj,tell
4933,B10.21,",",",",PUNCT,",",punct,tell
4934,B10.21,then,then,ADV,RB,advmod,tell
4935,B10.21,.,.,PUNCT,.,punct,tell
4936,B10.21,”,"""",PUNCT,'',punct,tell
4937,B10.22,Her,-PRON-,DET,PRP$,poss,voice
4938,B10.22,voice,voice,NOUN,NN,nsubj,takes
4939,B10.22,takes,take,VERB,VBZ,ROOT,takes
4940,B10.22,Alexander,Alexander,PROPN,NNP,dobj,takes
4941,B10.22,by,by,ADP,IN,prep,takes
4942,B10.22,surprise,surprise,NOUN,NN,pobj,by
4943,B10.22,.,.,PUNCT,.,punct,takes
4944,B10.23,“,"""",PUNCT,``,punct,says
4945,B10.23,I,-PRON-,PRON,PRP,nsubj,like
4946,B10.23,’d,’d,VERB,MD,punct,I
4947,B10.23,like,like,VERB,VB,ccomp,says
4948,B10.23,to,to,PART,TO,aux,show
4949,B10.23,show,show,VERB,VB,xcomp,like
4950,B10.23,you,-PRON-,PRON,PRP,dative,show
4951,B10.23,my,-PRON-,DET,PRP$,poss,apartment
4952,B10.23,apartment,apartment,NOUN,NN,dobj,show
4953,B10.23,",",",",PUNCT,",",punct,says
4954,B10.23,”,"""",PUNCT,'',punct,says
4955,B10.23,he,-PRON-,PRON,PRP,nsubj,says
4956,B10.23,says,say,VERB,VBZ,ROOT,says
4957,B10.23,.,.,PUNCT,.,punct,says
4958,B10.24,Sasha,Sasha,PROPN,NNP,nsubj,reaches
4959,B10.24,reaches,reach,VERB,VBZ,ROOT,reaches
4960,B10.24,for,for,ADP,IN,prep,reaches
4961,B10.24,his,-PRON-,DET,PRP$,poss,glass
4962,B10.24,martini,martini,NOUN,NN,compound,glass
4963,B10.24,glass,glass,NOUN,NN,pobj,for
4964,B10.24,.,.,PUNCT,.,punct,reaches
4965,B10.25,“,"""",PUNCT,``,punct,be
4966,B10.25,I,-PRON-,PRON,PRP,nsubj,be
4967,B10.25,’ll,will,VERB,MD,aux,be
4968,B10.25,be,be,AUX,VB,ROOT,be
4969,B10.25,21,21,NUM,CD,attr,be
4970,B10.25,next,next,ADJ,JJ,amod,month
4971,B10.25,month,month,NOUN,NN,npadvmod,be
4972,B10.25,and,and,CCONJ,CC,cc,be
4973,B10.25,no,no,DET,DT,det,one
4974,B10.25,one,one,NOUN,NN,nsubj,looking
4975,B10.25,is,be,AUX,VBZ,aux,looking
4976,B10.25,looking,look,VERB,VBG,conj,be
4977,B10.25,.,.,PUNCT,.,punct,looking
4978,B10.25,”,"""",PUNCT,'',punct,looking
4979,A11.1,"36,000","36,000",NUM,CD,nummod,dollars
4980,A11.1,dollars,dollar,NOUN,NNS,ROOT,dollars
4981,A11.1,.,.,PUNCT,.,punct,dollars
4982,A11.2,Clara,Clara,PROPN,NNP,nsubj,is
4983,A11.2,is,be,AUX,VBZ,ccomp,hates
4984,A11.2,scared,scare,VERB,VBN,acomp,is
4985,A11.2,",",",",PUNCT,",",punct,hates
4986,A11.2,she,-PRON-,PRON,PRP,nsubj,hates
4987,A11.2,hates,hate,VERB,VBZ,ROOT,hates
4988,A11.2,Gary,Gary,PROPN,NNP,dobj,hates
4989,A11.2,and,and,CCONJ,CC,cc,hates
4990,A11.2,in,in,ADP,IN,prep,wishes
4991,A11.2,a,a,DET,DT,det,flash
4992,A11.2,flash,flash,NOUN,NN,pobj,in
4993,A11.2,she,-PRON-,PRON,PRP,nsubj,wishes
4994,A11.2,wishes,wish,VERB,VBZ,conj,hates
4995,A11.2,him,-PRON-,PRON,PRP,nsubj,dead
4996,A11.2,dead,dead,ADJ,JJ,ccomp,wishes
4997,A11.2,.,.,PUNCT,.,punct,wishes
4998,A11.3,She,-PRON-,PRON,PRP,nsubj,walks
4999,A11.3,walks,walk,VERB,VBZ,ROOT,walks
5000,A11.3,to,to,ADP,IN,prep,walks
5001,A11.3,the,the,DET,DT,det,room
5002,A11.3,living,living,NOUN,NN,compound,room
5003,A11.3,room,room,NOUN,NN,pobj,to
5004,A11.3,.,.,PUNCT,.,punct,walks
5005,A11.4,She,-PRON-,PRON,PRP,nsubj,sleep
5006,A11.4,should,should,VERB,MD,aux,sleep
5007,A11.4,sleep,sleep,VERB,VB,ROOT,sleep
5008,A11.4,on,on,ADP,IN,prep,sleep
5009,A11.4,the,the,DET,DT,det,couch
5010,A11.4,couch,couch,NOUN,NN,pobj,on
5011,A11.4,.,.,PUNCT,.,punct,sleep
5012,A11.5,Once,once,ADV,RB,advmod,slept
5013,A11.5,",",",",PUNCT,",",punct,slept
5014,A11.5,in,in,ADP,IN,prep,slept
5015,A11.5,New,New,PROPN,NNP,compound,York
5016,A11.5,York,York,PROPN,NNP,pobj,in
5017,A11.5,",",",",PUNCT,",",punct,slept
5018,A11.5,when,when,ADV,WRB,advmod,lost
5019,A11.5,Gary,Gary,PROPN,NNP,nsubj,lost
5020,A11.5,lost,lose,VERB,VBD,advcl,slept
5021,A11.5,their,-PRON-,DET,PRP$,poss,money
5022,A11.5,money,money,NOUN,NN,dobj,lost
5023,A11.5,in,in,ADP,IN,prep,lost
5024,A11.5,the,the,DET,DT,det,market
5025,A11.5,stock,stock,NOUN,NN,compound,market
5026,A11.5,market,market,NOUN,NN,pobj,in
5027,A11.5,he,-PRON-,PRON,PRP,nsubj,slept
5028,A11.5,slept,sleep,VERB,VBD,ROOT,slept
5029,A11.5,in,in,ADP,IN,prep,slept
5030,A11.5,the,the,DET,DT,det,closet
5031,A11.5,closet,closet,NOUN,NN,pobj,in
5032,A11.5,.,.,PUNCT,.,punct,slept
5033,A11.6,She,-PRON-,PRON,PRP,nsubj,turns
5034,A11.6,turns,turn,VERB,VBZ,ROOT,turns
5035,A11.6,on,on,ADP,IN,prep,turns
5036,A11.6,a,a,DET,DT,det,light
5037,A11.6,light,light,NOUN,NN,pobj,on
5038,A11.6,.,.,PUNCT,.,punct,turns
5039,A11.6,Terrified,terrify,VERB,VBN,ROOT,Terrified
5040,A11.6,of,of,ADP,IN,prep,Terrified
5041,A11.6,being,be,AUX,VBG,pcomp,of
5042,A11.6,alone,alone,ADJ,JJ,acomp,being
5043,A11.6,.,.,PUNCT,.,punct,Terrified
5044,A11.7,Defeated,Defeated,PROPN,NNP,advcl,crawls
5045,A11.7,",",",",PUNCT,",",punct,Defeated
5046,A11.7,tormented,torment,VERB,VBN,conj,Defeated
5047,A11.7,",",",",PUNCT,",",punct,tormented
5048,A11.7,pacing,pacing,NOUN,NN,conj,tormented
5049,A11.7,",",",",PUNCT,",",punct,Defeated
5050,A11.7,then,then,ADV,RB,advmod,hating
5051,A11.7,hating,hate,VERB,VBG,advcl,Defeated
5052,A11.7,herself,-PRON-,PRON,PRP,dobj,hating
5053,A11.7,more,more,ADV,RBR,advmod,hating
5054,A11.7,than,than,SCONJ,IN,prep,more
5055,A11.7,him,-PRON-,PRON,PRP,pobj,than
5056,A11.7,",",",",PUNCT,",",punct,crawls
5057,A11.7,she,-PRON-,PRON,PRP,nsubj,crawls
5058,A11.7,crawls,crawl,VERB,VBZ,ROOT,crawls
5059,A11.7,back,back,ADV,RB,advmod,crawls
5060,A11.7,to,to,ADP,IN,prep,back
5061,A11.7,their,-PRON-,DET,PRP$,poss,room
5062,A11.7,room,room,NOUN,NN,pobj,to
5063,A11.7,and,and,CCONJ,CC,cc,room
5064,A11.7,their,-PRON-,DET,PRP$,poss,bed
5065,A11.7,bed,bed,NOUN,NN,conj,room
5066,A11.7,.,.,PUNCT,.,punct,crawls
5067,A11.8,Desperate,desperate,ADJ,JJ,ROOT,Desperate
5068,A11.8,to,to,PART,TO,aux,recapture
5069,A11.8,recapture,recapture,VERB,VB,xcomp,Desperate
5070,A11.8,his,-PRON-,DET,PRP$,poss,smell
5071,A11.8,smell,smell,NOUN,NN,dobj,recapture
5072,A11.8,.,.,PUNCT,.,punct,Desperate
5073,A11.9,She,-PRON-,PRON,PRP,nsubj,spoons
5074,A11.9,spoons,spoon,VERB,VBZ,ROOT,spoons
5075,A11.9,him,-PRON-,PRON,PRP,dobj,spoons
5076,A11.9,",",",",PUNCT,",",punct,him
5077,A11.9,her,-PRON-,DET,PRP$,poss,face
5078,A11.9,face,face,NOUN,NN,appos,him
5079,A11.9,in,in,ADP,IN,prep,face
5080,A11.9,his,-PRON-,DET,PRP$,poss,neck
5081,A11.9,neck,neck,NOUN,NN,pobj,in
5082,A11.9,.,.,PUNCT,.,punct,spoons
5083,A11.10,“,"""",PUNCT,``,punct,Please
5084,A11.10,Gary,Gary,PROPN,NNP,npadvmod,Please
5085,A11.10,",",",",PUNCT,",",punct,Please
5086,A11.10,Please,please,INTJ,UH,ROOT,Please
5087,A11.10,!,!,PUNCT,.,punct,Please
5088,A11.10,”,"""",PUNCT,'',punct,Please
5089,A11.10,And,and,CCONJ,CC,cc,rings
5090,A11.10,then,then,ADV,RB,advmod,rings
5091,A11.10,his,-PRON-,DET,PRP$,poss,rings
5092,A11.10,cell,cell,NOUN,NN,compound,rings
5093,A11.10,rings,ring,NOUN,NNS,ROOT,rings
5094,A11.10,...,...,PUNCT,:,punct,rings
5095,A11.11,When,when,ADV,WRB,advmod,hear
5096,A11.11,people,people,NOUN,NNS,nsubj,hear
5097,A11.11,hear,hear,VERB,VBP,advcl,cover
5098,A11.11,someone,someone,PRON,NN,nsubj,died
5099,A11.11,has,have,AUX,VBZ,aux,died
5100,A11.11,died,die,VERB,VBN,ccomp,hear
5101,A11.11,they,-PRON-,PRON,PRP,nsubj,cover
5102,A11.11,cover,cover,VERB,VBP,ROOT,cover
5103,A11.11,their,-PRON-,DET,PRP$,poss,mouths
5104,A11.11,mouths,mouth,NOUN,NNS,dobj,cover
5105,A11.11,",",",",PUNCT,",",punct,cover
5106,A11.11,as,as,SCONJ,IN,mark,protect
5107,A11.11,if,if,SCONJ,IN,mark,protect
5108,A11.11,to,to,PART,TO,aux,protect
5109,A11.11,protect,protect,VERB,VB,advcl,cover
5110,A11.11,their,-PRON-,DET,PRP$,poss,breath
5111,A11.11,own,own,ADJ,JJ,amod,breath
5112,A11.11,breath,breath,NOUN,NN,dobj,protect
5113,A11.11,.,.,PUNCT,.,punct,cover
5114,A11.12,Gary,Gary,PROPN,NNP,nsubj,does
5115,A11.12,does,do,AUX,VBZ,ROOT,does
5116,A11.12,that,that,DET,DT,dobj,does
5117,A11.12,.,.,PUNCT,.,punct,does
5118,A11.13,“,"""",PUNCT,``,punct,God
5119,A11.13,Oh,oh,INTJ,UH,intj,God
5120,A11.13,my,my,INTJ,UH,poss,God
5121,A11.13,God,god,INTJ,UH,ROOT,God
5122,A11.13,!,!,PUNCT,.,punct,God
5123,A11.13,”,"""",PUNCT,'',punct,God
5124,A11.13,And,and,CCONJ,CC,cc,'s
5125,A11.13,that,that,DET,DT,nsubj,'s
5126,A11.13,'s,be,AUX,VBZ,ROOT,'s
5127,A11.13,how,how,ADV,WRB,advmod,knows
5128,A11.13,she,-PRON-,PRON,PRP,nsubj,knows
5129,A11.13,knows,know,VERB,VBZ,ccomp,'s
5130,A11.13,.,.,PUNCT,.,punct,'s
5131,A11.14,“,"""",PUNCT,``,punct,says
5132,A11.14,It,-PRON-,PRON,PRP,nsubj,’s
5133,A11.14,’s,’,VERB,VBZ,ccomp,says
5134,A11.14,Jeannie,Jeannie,PROPN,NNP,attr,’s
5135,A11.14,and,and,CCONJ,CC,cc,Jeannie
5136,A11.14,Tommy,Tommy,PROPN,NNP,conj,Jeannie
5137,A11.14,’s,’s,PART,POS,case,Tommy
5138,A11.14,baby,baby,NOUN,NN,conj,Jeannie
5139,A11.14,",",",",PUNCT,",",punct,says
5140,A11.14,”,"""",PUNCT,'',punct,says
5141,A11.14,he,-PRON-,PRON,PRP,nsubj,says
5142,A11.14,says,say,VERB,VBZ,ROOT,says
5143,A11.14,.,.,PUNCT,.,punct,says
5144,A11.15,“,"""",PUNCT,``,punct,found
5145,A11.15,They,-PRON-,PRON,PRP,nsubj,found
5146,A11.15,found,find,VERB,VBD,ROOT,found
5147,A11.15,him,-PRON-,PRON,PRP,dobj,found
5148,A11.15,.,.,PUNCT,.,punct,found
5149,A11.15,In,in,ADP,IN,ROOT,In
5150,A11.15,his,-PRON-,DET,PRP$,poss,crib
5151,A11.15,crib,crib,NOUN,NN,pobj,In
5152,A11.15,.,.,PUNCT,.,punct,In
5153,A11.15,He,-PRON-,PRON,PRP,nsubjpass,gone
5154,A11.15,’s,’,VERB,VBZ,auxpass,gone
5155,A11.15,gone,go,VERB,VBN,ROOT,gone
5156,A11.15,.,.,PUNCT,.,punct,gone
5157,A11.15,”,"""",PUNCT,'',punct,gone
5158,A11.16,Gary,Gary,PROPN,NNP,nsubj,reaches
5159,A11.16,reaches,reach,VERB,VBZ,ROOT,reaches
5160,A11.16,and,and,CCONJ,CC,cc,reaches
5161,A11.16,holds,hold,VERB,VBZ,conj,reaches
5162,A11.16,her,-PRON-,PRON,PRP,dobj,holds
5163,A11.16,.,.,PUNCT,.,punct,reaches
5164,A11.17,Clara,Clara,PROPN,NNP,nsubj,leans
5165,A11.17,leans,lean,VERB,VBZ,ROOT,leans
5166,A11.17,on,on,ADP,IN,prep,leans
5167,A11.17,his,-PRON-,DET,PRP$,poss,chest
5168,A11.17,chest,chest,NOUN,NN,pobj,on
5169,A11.17,.,.,PUNCT,.,punct,leans
